"asociado_id","cantidad_entrega","anios_asociacion"
"24324","25.1","0"
"24325","28.39","0"
"24326","17.63","0"
"24331","16.06","0"
"24335","48.32","0"
"24336","26.79","0"
"24337","2.5","0"
"24343","16.52","0"
"24345","37.25","0"
"24348","20.36","0"
"24349","153.64","0"
"24351","27.89","0"
"24352","22.27","0"
"24361","23.47","0"
"24363","1.14","0"
"24364","24.95","0"
"24368","7.87","0"
"24369","145.23","0"
"24370","8.86","0"
"24371","1.18","0"
"24373","29.47","0"
"24374","29.97","0"
"24377","36.94","0"
"24380","141.95","0"
"24383","6.02","0"
"24385","2.37","0"
"24387","23.02","0"
"24391","15.18","0"
"24392","69.16","0"
"24395","25.74","0"
"24398","3.07","0"
"24400","104.38","0"
"24402","29.77","0"
"24403","88.6","0"
"24404","39.96","0"
"24407","36.84","0"
"24408","12.5","0"
"24414","17","0"
"24416","58.07","0"
"24419","11.92","0"
"24422","23.16","0"
"24427","26.44","0"
"24429","11.52","0"
"24432","5.45","0"
"24433","4.5","0"
"24434","11.56","0"
"24435","10.15","0"
"24438","6.79","0"
"24443","104.17","0"
"24444","8.83","0"
"24445","3.11","0"
"24455","15.23","0"
"24457","10.03","0"
"24461","19.45","0"
"24462","22.28","0"
"24466","76.38","0"
"24469","1.38","0"
"24472","1.18","0"
"24475","27.53","0"
"24478","19.95","0"
"24485","9.83","0"
"24487","8.46","0"
"24488","18.2","0"
"24490","17.76","0"
"24493","25.34","0"
"24497","4.34","0"
"24500","17.54","0"
"24502","34.3","0"
"24503","9.95","0"
"24504","22.84","0"
"24506","3.13","0"
"24508","63.06","0"
"24514","19.58","0"
"24515","12.44","0"
"24517","5.98","0"
"24519","7.07","0"
"24520","31.96","0"
"24525","18.09","0"
"24526","79.51","0"
"24527","58.83","0"
"24528","1","0"
"24530","79.92","0"
"24531","14.44","0"
"24540","2.27","0"
"24548","1.09","0"
"24550","1.73","0"
"24551","5.23","0"
"24558","24.62","0"
"24559","9.51","0"
"24568","43.11","0"
"24570","92.69","0"
"24573","15.77","0"
"24574","15.17","0"
"24575","7.58","0"
"24583","12.07","0"
"24584","54.64","0"
"24588","4.09","0"
"24598","14.81","0"
"24599","66.26","0"
"24601","19.89","0"
"24605","8.32","0"
"24612","6.84","0"
"24615","34.81","0"
"24621","10.38","0"
"24622","5.94","0"
"24623","30.16","0"
"24625","21.65","0"
"24626","50.43","0"
"24627","9.03","0"
"24633","21.24","0"
"24638","14.09","0"
"24639","47.37","0"
"24640","2.57","0"
"24641","170.55","0"
"24642","57.74","0"
"24644","4.55","0"
"24649","134.51","0"
"24652","1.29","0"
"24654","24.28","0"
"24655","5.97","0"
"24656","32.66","0"
"24661","17.25","0"
"24665","14.32","0"
"24666","45.38","0"
"24669","29","0"
"24670","47.66","0"
"24672","6.19","0"
"24673","88.16","0"
"24675","5.92","0"
"24682","6.56","0"
"24685","14.26","0"
"24687","4.7","0"
"24688","11.08","0"
"24692","29.34","0"
"24693","6.47","0"
"24694","46.92","0"
"24695","23.18","0"
"24702","57.3","0"
"24704","34.37","0"
"24705","28.11","0"
"24707","2.03","0"
"24708","15.42","0"
"24710","10.68","0"
"24711","13.2","0"
"24718","57.06","0"
"24719","47.54","0"
"24723","2.86","0"
"24729","13.16","0"
"24732","33.01","0"
"24734","18.47","0"
"24738","10.07","0"
"24740","10.9","0"
"24742","19.06","0"
"24751","11","0"
"24752","6.29","0"
"24754","4.7","0"
"24755","113.61","0"
"24757","13.85","0"
"24760","1.28","0"
"24763","1.73","0"
"24770","10.8","0"
"24772","4.93","0"
"24775","5.73","0"
"24781","40.06","0"
"24789","6.6","0"
"24790","6.96","0"
"24792","110.88","0"
"24794","17.36","0"
"24795","7.96","0"
"24801","43.63","0"
"24813","17.64","0"
"24814","133.21","0"
"24817","34.03","0"
"24819","5.79","0"
"24820","25.19","0"
"24824","20.12","0"
"24826","63.11","0"
"24828","12.87","0"
"24829","17.98","0"
"24833","10.71","0"
"24835","48.52","0"
"24836","36.05","0"
"24837","55.68","0"
"24840","4","0"
"24846","48.9","0"
"24850","33.3","0"
"24854","8.64","0"
"24856","8.81","0"
"24861","0.49","0"
"24862","97.1","0"
"24872","11.71","0"
"24875","4.21","0"
"24897","37.93","0"
"24899","22.26","0"
"24905","1.02","0"
"24906","9.05","0"
"24907","6.51","0"
"24925","100.91","0"
"24929","70.12","0"
"24933","63.37","0"
"24939","14.65","0"
"24944","3.45","0"
"24948","52.01","0"
"24957","49.38","0"
"24958","4.99","0"
"24963","24.51","0"
"24965","26.64","0"
"24969","4.72","0"
"24979","2.43","0"
"24984","62.57","0"
"25001","15.01","0"
"25002","29.33","0"
"25008","9.92","0"
"25015","4.48","0"
"25020","175.23","0"
"25025","26.91","0"
"25029","12.71","0"
"25036","11.99","0"
"25058","3.06","0"
"25059","5.94","0"
"25072","90.13","0"
"25090","11.18","0"
"25096","11.5","0"
"25099","0.7","0"
"25110","3.31","0"
"25116","28.07","0"
"25117","43.15","0"
"25118","4.66","0"
"25119","92.68","0"
"25122","1.18","0"
"25124","147.41","0"
"25128","4.04","0"
"25133","50.11","0"
"25137","2.84","0"
"25150","674.53","0"
"25152","127.91","0"
"25167","68.6","0"
"25170","306.69","0"
"25174","18.84","0"
"25175","11.71","0"
"25178","9.31","0"
"25204","82.1","0"
"25211","26.21","0"
"25212","6.44","0"
"25224","0.28","0"
"25225","13.17","0"
"25233","13.02","0"
"25249","106.84","0"
"25250","72.91","0"
"25251","202.55","0"
"25252","194.76","0"
"25253","60.52","0"
"25260","194.86","0"
"25262","17.03","0"
"25266","55.94","0"
"25270","23.06","0"
"25273","2.81","0"
"25275","40.31","0"
"25278","9.84","0"
"25280","11.42","0"
"25281","7.65","0"
"25291","6.27","0"
"25292","15.11","0"
"25293","3.27","0"
"25294","30.02","0"
"25295","25.5","0"
"25297","44.1","0"
"25298","51.86","0"
"25299","12.1","0"
"25301","49.04","0"
"25302","31.03","0"
"25304","35.11","0"
"25305","9.5","0"
"25307","12.82","0"
"25321","23.8","0"
"25322","8.76","0"
"25330","10.97","0"
"25331","53.95","0"
"25333","52.35","0"
"25338","65.65","0"
"25339","74","0"
"25340","27.26","0"
"25343","28.33","0"
"25344","3.77","0"
"25345","5.68","0"
"25347","120.73","0"
"25349","11.11","0"
"25350","27.89","0"
"25351","227.96","0"
"25353","56.25","0"
"25354","23.79","0"
"25359","7.54","0"
"25360","2.87","0"
"25361","31.88","0"
"25364","7.55","0"
"25365","58.54","0"
"25366","2.25","0"
"25368","11.32","0"
"25370","7.54","0"
"25372","0.16","0"
"25374","37.94","0"
"25376","63.13","0"
"25380","36.54","0"
"25382","76.39","0"
"25383","0.39","0"
"25386","5.35","0"
"25391","7.57","0"
"25392","4.5","0"
"25395","14.31","0"
"25396","1.07","0"
"25397","2.7","0"
"25398","6.54","0"
"25399","82.3","0"
"25401","21.69","0"
"25403","156.17","0"
"25404","9.94","0"
"25405","10.86","0"
"25407","11.06","0"
"25409","98.41","0"
"25410","5.04","0"
"25413","18.49","0"
"25414","11.9","0"
"25415","21.53","0"
"25418","53.87","0"
"25422","45.87","0"
"25425","30.65","0"
"25426","0.85","0"
"25428","13.21","0"
"25429","12.31","0"
"25430","48.15","0"
"25431","13.12","0"
"25432","4.44","0"
"25433","35.5","0"
"25435","6.46","0"
"25437","13.02","0"
"25438","28.75","0"
"25439","13.22","0"
"25440","482.21","0"
"25441","8.07","0"
"25442","0.45","0"
"25443","48.94","0"
"25444","18.17","0"
"25450","2.02","0"
"25451","21.48","0"
"25452","6","0"
"25453","15.6","0"
"25454","3.64","0"
"25455","20.21","0"
"25459","25.27","0"
"25460","3.28","0"
"25462","130.91","0"
"25463","0.56","0"
"25468","25.79","0"
"25469","33.98","0"
"25470","79.89","0"
"25471","9.45","0"
"25474","13.56","0"
"25475","6.13","0"
"25477","16.14","0"
"25478","31.97","0"
"25479","31.98","0"
"25480","5.79","0"
"25483","38.84","0"
"25485","2","0"
"25486","35.21","0"
"25489","8.69","0"
"25490","2.07","0"
"25497","34.67","0"
"25498","108.71","0"
"25500","12.46","0"
"25501","2.01","0"
"25502","5.56","0"
"25503","4.8","0"
"25504","38.07","0"
"25507","1.54","0"
"25508","6.17","0"
"25509","19.5","0"
"25510","7.21","0"
"25511","6.53","0"
"25512","42.06","0"
"25513","75.63","0"
"25514","1.22","0"
"25518","3.74","0"
"25519","3.85","0"
"25520","7.64","0"
"25521","32.09","0"
"25522","5.8","0"
"25523","18.41","0"
"25524","15.37","0"
"25527","40.69","0"
"25530","20.13","0"
"25533","34.14","0"
"25534","14.19","0"
"25535","0.37","0"
"25536","101.71","0"
"25539","76.12","0"
"25540","80.36","0"
"25542","2.39","0"
"25544","0.59","0"
"25546","25.2","0"
"25556","30.38","0"
"25559","27.22","0"
"25562","9.03","0"
"25564","20.87","0"
"25565","175.19","0"
"25566","41.19","0"
"25568","19.35","0"
"25569","22.97","0"
"25574","55.22","0"
"25575","45.34","0"
"25578","40.24","0"
"25579","51.43","0"
"25581","22.05","0"
"25582","10.21","0"
"25583","2.98","0"
"25584","43.54","0"
"25585","16.78","0"
"25586","3.6","0"
"25589","1.22","0"
"25590","6.64","0"
"25591","11.26","0"
"25595","0.53","0"
"25596","4.08","0"
"25601","0.72","0"
"25602","251.46","0"
"25608","45.48","0"
"25609","13.03","0"
"25610","22.58","0"
"25613","2.06","0"
"25621","2.53","0"
"25622","6.33","0"
"25626","1.24","0"
"25628","3.07","0"
"25630","39.66","0"
"25631","7.04","0"
"25636","14.47","0"
"25637","10.36","0"
"25638","28.07","0"
"25639","29.5","0"
"25640","0.76","0"
"25641","12.8","0"
"25642","13.65","0"
"25644","10.62","0"
"25646","16.42","0"
"25647","23.9","0"
"25648","20.35","0"
"25649","309.92","0"
"25650","31.5","0"
"25654","29.13","0"
"25655","18.28","0"
"25656","22.07","0"
"25657","12.39","0"
"25658","33.99","0"
"25659","3.71","0"
"25660","0.98","0"
"25661","1.04","0"
"25662","0.27","0"
"25663","8.52","0"
"25664","141.41","0"
"25667","29.65","0"
"25668","3.28","0"
"25670","235.81","0"
"25671","4.72","0"
"25673","35.27","0"
"25674","7","0"
"25675","21.49","0"
"25676","65.5","0"
"25678","5.37","0"
"25684","2.05","0"
"25688","95.08","0"
"25690","41.39","0"
"25692","110.61","0"
"25695","61.16","0"
"25698","26.34","0"
"25699","18.32","0"
"25701","25.29","0"
"25703","9.94","0"
"25710","6.83","0"
"25711","15.85","0"
"25715","12.47","0"
"25717","4.28","0"
"25720","11.08","0"
"25730","1.43","0"
"25731","3.71","0"
"25733","7.24","0"
"25734","25.41","0"
"25735","27.99","0"
"25736","5.05","0"
"25737","5.05","0"
"25740","8.94","0"
"25741","2.47","0"
"25748","9.89","0"
"25758","0.9","0"
"25762","1.19","0"
"25764","11.55","0"
"25769","3.86","0"
"25771","5.82","0"
"25774","17.92","0"
"25775","26.18","0"
"25782","21.27","0"
"25783","3.47","0"
"25784","2.18","0"
"25785","10.47","0"
"25787","22.36","0"
"25791","14.72","0"
"25793","2.36","0"
"25794","2.83","0"
"25795","4.42","0"
"25796","1.25","0"
"25797","1.83","0"
"25798","2.21","0"
"25799","3.65","0"
"25800","2.54","0"
"25801","3.66","0"
"25803","4.2","0"
"25806","1.43","0"
"25807","15.62","0"
"25809","5.65","0"
"25810","3.97","0"
"25811","5.51","0"
"25812","16.85","0"
"25814","5.71","0"
"25815","3.4","0"
"25816","11.62","0"
"25817","17.26","0"
"25818","1.41","0"
"25819","37.8","0"
"25823","44.45","0"
"25832","7.11","0"
"25833","25.09","0"
"25839","7.43","0"
"25841","7.39","0"
"25846","22.88","0"
"25849","52.92","0"
"25850","15.4","0"
"25854","26.89","0"
"25862","17.25","0"
"25863","3.98","0"
"25864","16.86","0"
"25865","8.53","0"
"25866","0.62","0"
"25867","9.65","0"
"25869","2.02","0"
"25870","35.78","0"
"25872","1.65","0"
"25878","1.55","0"
"25879","28.45","0"
"25880","263.15","0"
"25881","32.28","0"
"25883","5.98","0"
"25884","19.67","0"
"25885","3.76","0"
"25886","13.33","0"
"25891","3.23","0"
"25895","2.5","0"
"25897","2.55","0"
"25899","2.43","0"
"25900","2.6","0"
"25901","6.45","0"
"25905","1.56","0"
"25908","4.86","0"
"25914","2.74","0"
"25918","9.26","0"
"25921","1.83","0"
"25924","1.44","0"
"25930","6.97","0"
"25931","11.5","0"
